X×ø±ê(m),Y×ø±ê(m),Z×ø±ê(m)
11.726907630522089,11.726907630522089,12.931726907630523
11.405622489959839,11.405622489959839,12.85140562248996
11.08433734939759,11.08433734939759,12.771084337349397
10.76305220883534,10.76305220883534,12.690763052208835
10.441767068273094,10.441767068273094,12.610441767068274
10.120481927710845,10.120481927710845,12.53012048192771
9.799196787148595,9.799196787148595,12.449799196787149
9.477911646586346,9.477911646586346,12.369477911646587
9.156626506024097,9.156626506024097,12.289156626506024
8.835341365461847,8.835341365461847,12.208835341365461
8.514056224899598,8.514056224899598,12.1285140562249
8.192771084337348,8.192771084337348,12.048192771084338
7.871485943775099,7.871485943775099,11.967871485943775
7.550200803212853,7.550200803212853,11.887550200803213
7.2289156626506,7.2289156626506,11.80722891566265
6.907630522088354,6.907630522088354,11.726907630522089
6.586345381526101,6.586345381526101,11.646586345381525
6.265060240963855,6.265060240963855,11.566265060240964
5.943775100401609,5.943775100401609,11.485943775100402
5.622489959839356,5.622489959839356,11.405622489959839
5.30120481927711,5.30120481927711,11.325301204819278
4.979919678714857,4.979919678714857,11.244979919678714
4.6586345381526115,4.6586345381526115,11.164658634538153
4.3373493975903585,4.3373493975903585,11.08433734939759
4.016064257028113,4.016064257028113,11.004016064257028
3.6947791164658668,3.6947791164658668,10.923694779116467
3.3734939759036138,3.3734939759036138,10.843373493975903
3.052208835341368,3.052208835341368,10.763052208835342
2.730923694779115,2.730923694779115,10.682730923694779
2.409638554216869,2.409638554216869,10.602409638554217
2.088353413654616,2.088353413654616,10.522088353413654
1.7670682730923701,1.7670682730923701,10.441767068273093
1.4457831325301242,1.4457831325301242,10.361445783132531
1.1244979919678713,1.1244979919678713,10.281124497991968
0.8032128514056254,0.8032128514056254,10.200803212851406
0.4819277108433724,0.4819277108433724,10.120481927710843
0.1606425702811265,0.1606425702811265,10.040160642570282
-0.1606425702811265,-0.1606425702811265,9.959839357429718
-0.4819277108433724,-0.4819277108433724,9.879518072289157
-0.8032128514056254,-0.8032128514056254,9.799196787148594
-1.1244979919678713,-1.1244979919678713,9.718875502008032
-1.4457831325301171,-1.4457831325301171,9.63855421686747
-1.7670682730923701,-1.7670682730923701,9.558232931726907
-2.088353413654616,-2.088353413654616,9.477911646586346
-2.409638554216869,-2.409638554216869,9.397590361445783
-2.730923694779115,-2.730923694779115,9.317269076305221
-3.052208835341368,-3.052208835341368,9.236947791164658
-3.3734939759036138,-3.3734939759036138,9.156626506024097
-3.6947791164658668,-3.6947791164658668,9.076305220883533
-4.016064257028113,-4.016064257028113,8.995983935742972
-4.3373493975903585,-4.3373493975903585,8.91566265060241
-4.6586345381526115,-4.6586345381526115,8.835341365461847
-4.979919678714857,-4.979919678714857,8.755020080321286
-5.30120481927711,-5.30120481927711,8.674698795180722
-5.622489959839356,-5.622489959839356,8.594377510040161
-5.943775100401609,-5.943775100401609,8.514056224899598
-6.265060240963855,-6.265060240963855,8.433734939759036
-6.586345381526101,-6.586345381526101,8.353413654618475
-6.907630522088354,-6.907630522088354,8.273092369477911
-7.2289156626506,-7.2289156626506,8.19277108433735
-7.550200803212853,-7.550200803212853,8.112449799196787
-7.871485943775099,-7.871485943775099,8.032128514056225
-8.192771084337352,-8.192771084337352,7.951807228915662
-8.514056224899598,-8.514056224899598,7.871485943775101
-8.835341365461844,-8.835341365461844,7.791164658634539
-9.156626506024097,-9.156626506024097,7.710843373493976
-9.477911646586342,-9.477911646586342,7.630522088353414
-9.799196787148595,-9.799196787148595,7.550200803212851
-10.120481927710841,-10.120481927710841,7.46987951807229
-10.441767068273094,-10.441767068273094,7.389558232931726
-10.76305220883534,-10.76305220883534,7.309236947791165
-11.084337349397593,-11.084337349397593,7.228915662650602
-11.405622489959839,-11.405622489959839,7.14859437751004
-11.726907630522085,-11.726907630522085,7.068273092369479
-12.048192771084338,-12.048192771084338,6.9879518072289155
-12.369477911646584,-12.369477911646584,6.907630522088354
-12.690763052208837,-12.690763052208837,6.827309236947791
-13.012048192771083,-13.012048192771083,6.746987951807229
-13.333333333333336,-13.333333333333336,6.666666666666666
-13.654618473895582,-13.654618473895582,6.586345381526105
-13.975903614457835,-13.975903614457835,6.506024096385541
-14.29718875502008,-14.29718875502008,6.42570281124498
-14.618473895582326,-14.618473895582326,6.345381526104418
-14.93975903614458,-14.93975903614458,6.265060240963855
-15.261044176706825,-15.261044176706825,6.184738955823294
-15.582329317269078,-15.582329317269078,6.1044176706827304
-15.903614457831324,-15.903614457831324,6.024096385542169
-16.224899598393577,-16.224899598393577,5.943775100401606
-16.546184738955823,-16.546184738955823,5.863453815261044
-16.86746987951807,-16.86746987951807,5.783132530120483
-17.188755020080322,-17.188755020080322,5.7028112449799195
-17.510040160642568,-17.510040160642568,5.622489959839358
-17.83132530120482,-17.83132530120482,5.542168674698795
-18.152610441767067,-18.152610441767067,5.461847389558233
-18.47389558232932,-18.47389558232932,5.38152610441767
-18.795180722891565,-18.795180722891565,5.301204819277109
-19.11646586345381,-19.11646586345381,5.220883534136547
-19.437751004016064,-19.437751004016064,5.140562248995984
-19.75903614457831,-19.75903614457831,5.060240963855422
-20.080321285140563,-20.080321285140563,4.979919678714859
-20.40160642570281,-20.40160642570281,4.899598393574298
-20.722891566265062,-20.722891566265062,4.8192771084337345
-21.044176706827308,-21.044176706827308,4.738955823293173
-21.36546184738956,-21.36546184738956,4.65863453815261
-21.686746987951807,-21.686746987951807,4.578313253012048
-22.008032128514053,-22.008032128514053,4.497991967871487
-22.329317269076306,-22.329317269076306,4.417670682730924
-22.65060240963855,-22.65060240963855,4.337349397590362
-22.971887550200805,-22.971887550200805,4.257028112449799
-23.29317269076305,-23.29317269076305,4.176706827309237
-23.614457831325304,-23.614457831325304,4.096385542168674
-23.93574297188755,-23.93574297188755,4.016064257028113
-24.257028112449802,-24.257028112449802,3.9357429718875494
-24.57831325301204,-24.57831325301204,3.8554216867469897
-24.899598393574294,-24.899598393574294,3.7751004016064265
-25.220883534136547,-25.220883534136547,3.694779116465863
-25.5421686746988,-25.5421686746988,3.6144578313253
-25.86345381526104,-25.86345381526104,3.5341365461847403
-26.184738955823292,-26.184738955823292,3.453815261044177
-26.506024096385545,-26.506024096385545,3.3734939759036138
-26.827309236947798,-26.827309236947798,3.2931726907630505
-27.148594377510037,-27.148594377510037,3.212851405622491
-27.46987951807229,-27.46987951807229,3.1325301204819276
-27.791164658634543,-27.791164658634543,3.0522088353413643
-28.11244979919678,-28.11244979919678,2.9718875502008046
-28.433734939759034,-28.433734939759034,2.8915662650602414
-28.755020080321287,-28.755020080321287,2.811244979919678
-29.07630522088354,-29.07630522088354,2.730923694779115
-29.39759036144578,-29.39759036144578,2.650602409638555
-29.718875502008032,-29.718875502008032,2.570281124497992
-30.040160642570285,-30.040160642570285,2.4899598393574287
-30.361445783132524,-30.361445783132524,2.409638554216869
-30.682730923694777,-30.682730923694777,2.3293172690763058
-31.00401606425703,-31.00401606425703,2.2489959839357425
-31.325301204819283,-31.325301204819283,2.1686746987951793
-31.64658634538152,-31.64658634538152,2.0883534136546196
-31.967871485943775,-31.967871485943775,2.0080321285140563
-32.28915662650603,-32.28915662650603,1.927710843373493
-32.61044176706827,-32.61044176706827,1.8473895582329334
-32.93172690763052,-32.93172690763052,1.7670682730923701
-33.25301204819277,-33.25301204819277,1.6867469879518069
-33.574297188755025,-33.574297188755025,1.6064257028112436
-33.895582329317264,-33.895582329317264,1.526104417670684
-34.21686746987952,-34.21686746987952,1.4457831325301207
-34.53815261044177,-34.53815261044177,1.3654618473895574
-34.85943775100401,-34.85943775100401,1.2851405622489978
-35.18072289156626,-35.18072289156626,1.2048192771084345
-35.502008032128515,-35.502008032128515,1.1244979919678713
-35.82329317269077,-35.82329317269077,1.044176706827308
-36.14457831325301,-36.14457831325301,0.9638554216867483
-36.46586345381526,-36.46586345381526,0.8835341365461851
-36.78714859437751,-36.78714859437751,0.8032128514056218
-37.10843373493975,-37.10843373493975,0.7228915662650621
-37.429718875502004,-37.429718875502004,0.6425702811244989
-37.75100401606426,-37.75100401606426,0.5622489959839356
-38.07228915662651,-38.07228915662651,0.4819277108433724
-38.39357429718875,-38.39357429718875,0.4016064257028127
-38.714859437751,-38.714859437751,0.32128514056224944
-39.036144578313255,-39.036144578313255,0.2409638554216862
-39.35742971887551,-39.35742971887551,0.16064257028112294
-39.67871485943775,-39.67871485943775,0.08032128514056325
-40.0,-40.0,0.0
